TextID_D,Date_D,Ruler,Year,Month,Day,Dossier_D,Archive_D,Genre_D,Locus_D,Stratum_D,ExcNum_C,MusAcc_C,Mus_C,TNum,Pnum,TextID_A,TextID_C,TextNum_A,ARCHIBAB Link,CDLI Link
UR 1078,1894,Sumu-El,1,11, -,"Quiet Street 5: Ekigalla, son of Ur-Ninazu","Ur's Extra-mural (EM), Quiet Street 5",Administrative - Allotment,,possibly house 7,U 07827e,-,IM 057460,T12631,P415444,IM 57460 = U.7827e,UET 5 569,UET 5 569,https://www.archibab.fr/texte/12631,https://cdli.earth/artifacts/415444
UR 1252,1894,Sumu-El,1,4, -,Giparu (Ku-lugalbanda),Ur's Giparu (KP),Administrative - Delivery,C/26,H-J 2-3,-,-,IM 057548,T12800,P415614,IM 57548,UET 5 744,UET 5 744,https://www.archibab.fr/texte/12800,https://cdli.earth/artifacts/415614
UR 674,1894,Sumu-El,1,5, -,Paternoster Row: legal (land sale),"Ur's Neighborhood (AH), Paternoster Row",Legal - Sale (Land),,"house 4a, 8-10",U 16826l,"1953-04-11, 0091",BM 131256,T13010,P415056,"BM 131256 = 1953-04-11, 91 = U.16826L",UET 5 163,UET 5 163,https://www.archibab.fr/texte/13010,https://cdli.earth/artifacts/415056
UR 3404,1894,Sumu-El,1,5,-,Ipqu-Sin,Ipqu-Sin,Legal - Guarantee,,,-,-,BdI A 06,-,P382151,A 06,"TCBI 2/3, 19",-,,https://cdli.earth/artifacts/382151
UR 1054,1894,Sumu-El,1,6, -,"Quiet Street 5: Ekigalla, son of Ur-Ninazu","Ur's Extra-mural (EM), Quiet Street 5",administrative - Work Contract,,possibly house 7,U 07827h,-,UM 52-30-195,T12607,P415420,UM 52-30-195 = U.7827h,UET 5 545,UET 5 545,https://www.archibab.fr/texte/12607,https://cdli.earth/artifacts/415420
UR 734,1894,Sumu-El,1,6, -,"Quiet Street 5: Ekigalla, son of Ur-Ninazu","Ur's Extra-mural (EM), Quiet Street 5",Administrative - Work Roster,,,U 07795c,-,IM 057283,T13038,P415111,IM 57283 = U.7795c,UET 5 223,UET 5 223,https://www.archibab.fr/texte/13038,https://cdli.earth/artifacts/415111
UR 733,1894,Sumu-El,1,7, -,"Quiet Street 5: Ekigalla, son of Ur-Ninazu","Ur's Extra-mural (EM), Quiet Street 5",Administrative - Work Roster,,,U 07718,-,IM 057282,T13037,P415110,IM 57282 = U.7718,UET 5 222,UET 5 222,https://www.archibab.fr/texte/13037,https://cdli.earth/artifacts/415110
UR 1253,1894,Sumu-El,1,9, -,Giparu (Ku-lugalbanda),Ur's Giparu (KP),Administrative - Delivery,C/26,H-J 2-3,-,-,IM 057549,T12801,P415615,IM 57549,UET 5 745,UET 5 745,https://www.archibab.fr/texte/12801,https://cdli.earth/artifacts/415615
NIPPUR 4556,1894,Bur-Sin,C,-,-,TB - House B?: Nin-me-dugga?,Nippur (PBS 8),Legal - Inheritance,,,-,-,CBS 04940,-,P261133,-,"PBS 08 /1, 007",-,,https://cdli.earth/artifacts/261133
NIPPUR 548,1894,Bur-Sin,C,10,-,TB - House W: Lu-Illabrat,Nippur's Scribal Quarter (TB),Legal - Loan (Silver),140,II-1,2N-T0449,-,IM 058013,-,P224373,-,SAOC 44 94,-,,https://cdli.earth/artifacts/224373
NIPPUR 4554,1894,Bur-Sin,C,12,-,TB - House B?: Warad-Enlil (Dudu-kalla),Nippur (PBS 8),Legal - Inheritance,,,-,-,CBS 04938 + Ist Ni 09201,-,P261131,-,"PBS 08 /1, 002 + ARN 004",-,,https://cdli.earth/artifacts/261131
UR 1255,1893,Sumu-El,2,10, -,Giparu (Ku-lugalbanda),Ur's Giparu (KP),Administrative - Delivery,C/26,H-J 2-3,-,-,IM 057551,T12803,P415617,IM 57551,UET 5 747,UET 5 747,https://www.archibab.fr/texte/12803,https://cdli.earth/artifacts/415617
UR 1040,1893,Sumu-El,2,2, -,Ganunmah (silver),Ur's Ganunmah (TTB),Administrative - silver records,,,U 00319,-,IM 057444,T12594,P415406,IM 57444 = U.319,UET 5 531,UET 5 531,https://www.archibab.fr/texte/12594,https://cdli.earth/artifacts/415406
UR 1041,1893,Sumu-El,2,3, -,Ganunmah (silver),Ur's Ganunmah (TTB),Administrative - silver records,,17,U 00524,-,IM 057445,T12595,P415407,IM 57445 = U.524,UET 5 532,UET 5 532,https://www.archibab.fr/texte/12595,https://cdli.earth/artifacts/415407
UR 706,1893,Sumu-El,2,4, -,"Ganunmah (deliveries, produce)",Ur's Ganunmah (TTB),Administrative - Delivery,Room 5,,U 08811e,-,IM 057269,T13026,P415085,IM 57269 = U.8811e,UET 5 195,UET 5 195,https://www.archibab.fr/texte/13026,https://cdli.earth/artifacts/415085
UR 1254,1893,Sumu-El,2,7, -,Giparu (Ku-lugalbanda),Ur's Giparu (KP),Administrative - Delivery,C/26,H-J 2-3,-,-,IM 057550,T12802,P415616,IM 57550,UET 5 746,UET 5 746,https://www.archibab.fr/texte/12802,https://cdli.earth/artifacts/415616
NIPPUR 4420,1893,Bur-Sin,D,12d,-,TA - House K?: Ninlil-Zimu (Abba-Kalla),Nippur (PBS 8),Legal - Loan (Silver),,,-,-,CBS 03691,-,P260063,-,"PBS 08 /1, 003",-,,https://cdli.earth/artifacts/260063
UR 57,1892,Sumu-El,3,1, -,Giparu (Ku-lugalbanda),Ur's Giparu (KP),Administrative - Delivery,Room C26,H-J 2-3,U 06387,-,BM -,T22738,P468104,U.6387,UET 1 238,Figulla Iraq 15 25,https://www.archibab.fr/texte/22738,https://cdli.earth/artifacts/468104
UR 675,1892,Sumu-El,3,1, -,Aha-nirshi ,Ur (unprov),Legal - Sale (Land),,,U -,"1953-04-11, 0092",BM 131257,T13011,P415057,"BM 131257 = 1953-04-11, 92",UET 5 164,UET 5 164,https://www.archibab.fr/texte/13011,https://cdli.earth/artifacts/415057
UR 799,1892,Sumu-El,3,5, -,Giparu (silver),Ur (unprov),Administrative - Delivery,,,U -,"1953-04-11, 0123",BM 131288,T13091,P415174,"BM 131288 = 1953-04-11, 123",UET 5 290,UET 5 290,https://www.archibab.fr/texte/13091,https://cdli.earth/artifacts/415174
NIPPUR 6088,1892,Bur-Sin,E,5,-,TB - House W?: Lu-Illabrat,Nippur (Post-Penn),Legal - Loan,,,-,-,N 0403,-,P275616,-,-,-,,https://cdli.earth/artifacts/275616
UR 165,1891,Sumu-El,4,-, -,Ganunmah (silver),Ur (unprov),Administrative - Donation,,,U 31491,-,BM -,T22413,P381897,U.31491,"Nisaba 12 /1, 26",Nisaba 12 I 26,https://www.archibab.fr/texte/22413,https://cdli.earth/artifacts/381897
UR 613,1891,Sumu-el,4,-, -,legal (partnership),Ur's City Wall (CLW)?,Legal - Partnership,,,-,-,IM 057225,T12126,P415005,IM 57225,UET 5 103,UET 5 103,https://www.archibab.fr/texte/12126,https://cdli.earth/artifacts/415005
UR 800,1891,Sumu-El,4,10, -,Giparu (arua),Ur (unprov),Administrative - arua,,,U -,"1953-04-11, 0124",BM 131289,T13092,P415175,"BM 131289 = 1953-04-11, 124",UET 5 291,UET 5 291,https://www.archibab.fr/texte/13092,https://cdli.earth/artifacts/415175
UR 882,1891,Sumu-El,4,5, -,Aha-nirshi ,Ur (unprov),Legal - Delivery (Barley),,,-,-,IM 057356,T12379,P415253,IM 57356,UET 5 373,UET 5 373,https://www.archibab.fr/texte/12379,https://cdli.earth/artifacts/415253
NIPPUR 4288,1891,Bur-Sin,F,9,-,TA - House F: Nanna-Mansum,Nippur's Tablet Hill (TA),Legal - Sale (Land),184,XA-1,3N-T0098,-,UM 55-21-248,-,P257369,-,SAOC 44 16,-,,https://cdli.earth/artifacts/257369
UR 1139,1890,Sumu-El,5,10, -,City Wall: Ganunmah,Ur's City Wall (CLW),Administrative - Delivery,,,U 13075,-,UM 52-30-215,T12690,P415503,UM 52-30-215 = U.13075,UET 5 631,UET 5 631,https://www.archibab.fr/texte/12690,https://cdli.earth/artifacts/415503
UR 61,1890,Sumu-El,5,2, -,Giparu (Ku-lugalbanda),Ur's Giparu (KP),Administrative - Delivery,Room C26,H-J 2-3,U 06391,-,BM -,T22723,P468107,U.6391,UET 1 243,Figulla Iraq 15 42,https://www.archibab.fr/texte/22723,https://cdli.earth/artifacts/468107
UR 598,1890,Sumu-El,5,7, -,Aha-nirshi ,Ur (unprov),Legal - Work contract,,,-,-,IM 057217,T12095,P414990,IM 57217,UET 5 88,UET 5 88,https://www.archibab.fr/texte/12095,https://cdli.earth/artifacts/414990
UR 63,1890,Sumu-El,5,7, -,Giparu (Ku-lugalbanda),Ur's Giparu (KP),Administrative - Delivery,Room C26,H-J 2-3,U 06396,-,BM -,T22724,P468112,IM 67702 = U.6396,UET 1 0253 (year name only),Figulla Iraq 15 58,https://www.archibab.fr/texte/22724,https://cdli.earth/artifacts/468112
UR 141,1890,Sumu-El,5,8, -,Giparu (Ningal Tithe),Ur (unprov),Administrative - arua,,,U 31545,-,BM -,T22390,P381873,U.31545,"Nisaba 12 /1, 02",Nisaba 12 I 2,https://www.archibab.fr/texte/22390,https://cdli.earth/artifacts/381873
UR 802,1890,Sumu-El,5,8, -,Ganunmah,Ur (unprov),Administrative - arua,,,U -,"1953-04-11, 0126",BM 131291,T13094,P415177,"BM 131291 = 1953-04-11, 126",UET 5 293,UET 5 293,https://www.archibab.fr/texte/13094,https://cdli.earth/artifacts/415177
UR 680,1890,Sumu-El,5,9, -,Aha-nirshi ,Ur (unprov),Legal - Sale (Land),,,-,-,IM 057258,T12140,P415062,-,UET 5 169,UET 5 169,https://www.archibab.fr/texte/12140,https://cdli.earth/artifacts/415062
UR 1061,1889,Sumu-El,6,1, -,Ganunmah (silver),Ur's Ganunmah (TTB),Administrative - silver records,,9?,U 00441,-,UM 52-30-199,T12614,P415427,UM 52-30-199 = U.441,UET 5 552,UET 5 552,https://www.archibab.fr/texte/12614,https://cdli.earth/artifacts/415427
UR 1060,1889,Sumu-El,6,10, -,Giparu (Ningal Tithe),Ur (unprov),Administrative - silver records,,,U -,-,UM 52-30-198,T12613,P415426,UM 52-30-198,UET 5 551,UET 5 551,https://www.archibab.fr/texte/12613,https://cdli.earth/artifacts/415426
UR 267,1889,Sumu-El,6,6, -,Ganunmah (silver),Ur (unprov),Administrative - Delivery,,,U 30602,-,BM -,T22544,P382001,U.30602,"Nisaba 12 /6, 06",Nisaba 12 VI 6,https://www.archibab.fr/texte/22544,https://cdli.earth/artifacts/382001
UR 671,1889,Sumu-El,6,9, -,City Wall: legal (land sale),Ur's City Wall (CLW),Legal - Sale (Land),,,U 13103,-,UM 52-30-097,T13007,P415053,UM 52-30-97 = U.13103,UET 5 160,UET 5 160,https://www.archibab.fr/texte/13007,https://cdli.earth/artifacts/415053
UR 1184,1889,-,-,-, -,Giparu (unk),ADDED TO 1!,Administrative,,,U -,-,UM 52-30-227,T12733,P415548,UM 52-30-227,UET 5 676,UET 5 676,https://www.archibab.fr/texte/12733,https://cdli.earth/artifacts/415548
UR 1260,1888,Sumu-El,7,-, -,Giparu (Ku-lugalbanda),Ur's Giparu (KP),Administrative - Delivery,C/26,H-J 2-3,-,-,IM 057556,T22725,P415622,IM 57556,UET 5 752,UET 5 752,https://www.archibab.fr/texte/22725,https://cdli.earth/artifacts/415622
UR 1079,1888,Sumu-El,7,-,25,South Wall: Legal (miksu),Ur's South Wall (SM),Administrative - Miksu tax,,,U 08806b,-,IM 057461,T12632,P415445,IM 57461 = U.8806b,UET 5 570,UET 5 570,https://www.archibab.fr/texte/12632,https://cdli.earth/artifacts/415445
UR 1062,1888,Sumu-El,7,1, -,Ganunmah (silver),Ur (unprov),Administrative - silver records,,,U -,"1953-04-11, 0179",BM 131344,T12615,P415428,"BM 131344 = 1953-04-11, 179",UET 5 553,UET 5 553,https://www.archibab.fr/texte/12615,https://cdli.earth/artifacts/415428
UR 1257,1888,Sumu-El,7,1, -,Giparu (Ku-lugalbanda),Ur's Giparu (KP),Administrative - delivery,C/26,H-J 2-3,-,-,IM 057553,T22726,P415619,IM 57553,UET 5 749,UET 5 749,https://www.archibab.fr/texte/22726,https://cdli.earth/artifacts/415619
UR 866,1888,Sumu-El,7,1, -,Quiet Street 5: Legal (loan),"Ur's Extra-mural (EM), Quiet Street 5",Legal - Loan (Silver),,,U 07795,-,UM 52-30-148 ?,T12364,P415239,UM 52-30-148 = U.7795,UET 5 357,UET 5 357,https://www.archibab.fr/texte/12364,https://cdli.earth/artifacts/415239
UR 1259,1888,Sumu-El,7,10, -,Giparu (Ku-lugalbanda),Ur's Giparu (KP),Administrative - Delivery,C/26,H-J 2-3,-,-,IM 057555,T12806,P415621,IM 57555,UET 5 751,UET 5 751,https://www.archibab.fr/texte/12806,https://cdli.earth/artifacts/415621
UR 681,1888,Sumu-El,7,10, -,Aha-nirshi ,Ur (unprov),Legal - Sale (Land),,,-,-,IM 057259,T12141,P415063,IM 57259,UET 5 170,UET 5 170,https://www.archibab.fr/texte/12141,https://cdli.earth/artifacts/415063
UR 783,1888,Sumu-El,7,10, -,Paternoster Row: legal (inheritance),"Ur's Neighborhood (AH), Paternoster Row",Legal - Inheritance,,"house 4a, 8-10",U 16827b,"1953-04-11, 0121",BM 131286,T13076,P415158,"BM 131286 = 1953-04-11, 121 = U.16827B",UET 5 274,UET 5 274,https://www.archibab.fr/texte/13076,https://cdli.earth/artifacts/415158
UR 1261,1888,Sumu-El,7,2, -,Giparu (Ku-lugalbanda),Ur's Giparu (KP),Administrative - Delivery,C/26,H-J 2-3,-,-,IM 057557,T12807,P415623,IM 57557,UET 5 753,UET 5 753,https://www.archibab.fr/texte/12807,https://cdli.earth/artifacts/415623
UR 1258,1888,Sumu-El,7,4, -,Giparu (Ku-lugalbanda),Ur's Giparu (KP),Administrative - Delivery,C/26,H-J 2-3,-,-,IM 057554,T12805,P415620,IM 57554,UET 5 750,UET 5 750,https://www.archibab.fr/texte/12805,https://cdli.earth/artifacts/415620
UR 3402,1888,Sumu-El,7,4,-,Ipqu-Sin,Ipqu-Sin,Legal - Loan (Silver),,,-,-,BdI A 09,-,P382149,A 09,"TCBI 2/3, 17",-,,https://cdli.earth/artifacts/382149
